,c1,c2,c3,c4,c5
2522,62,22,47,49.0,32.0
2523,33,51,9,55.0,8.0
2524,68,10,22,16.0,32.0
2525,33,45,55,32.0,36.0
2526,45,11,55,36.0,60.0
2527,10,42,35,33.0,32.0
2528,18,57,3,32.0,27.0
2529,9,11,55,33.0,32.0
2530,21,13,68,55.0,56.0
2531,57,35,33,60.0,36.0
2532,9,10,11,57.0,2.0
2533,28,21,44,14.0,57.0
2534,1,51,44,9.0,38.0
2535,28,17,67,8.0,49.0
2536,37,57,69,60.0,6.0
2537,1,16,9,55.0,39.0
2538,3,70,62,2.0,68.0
2539,38,2,44,36.0,17.0
2540,53,67,44,31.0,4.0
2541,10,66,16,69.0,2.0
2542,44,34,19,29.0,4.0
2543,16,72,17,15.0,49.0
2544,2,40,22,62.0,67.0
2545,70,12,57,3.0,0.0
2546,61,17,6,42.0,57.0
2547,9,33,57,5.0,72.0
2548,9,69,13,33.0,57.0
2549,69,6,7,57.0,12.0
2550,70,63,13,69.0,65.0
2551,8,32,72,12.0,24.0
2552,66,69,33,17.0,67.0
2553,11,7,28,20.0,53.0
2554,33,13,14,38.0,3.0
2555,62,33,57,45.0,51.0
2556,28,33,50,5.0,49.0
2557,25,57,18,27.0,20.0
2558,69,32,6,28.0,26.0
2559,68,8,26,51.0,27.0
2560,1,3,62,4.0,58.0
2561,53,10,37,57.0,1.0
2562,61,28,13,69.0,51.0
2563,33,28,57,8.0,1.0
2564,13,14,46,6.0,35.0
2565,62,57,70,36.0,33.0
2566,28,35,32,69.0,40.0
2567,71,6,39,17.0,57.0
2568,30,39,33,69.0,43.0
2569,44,5,67,36.0,73.0
2570,51,2,5,67.0,73.0
2571,38,34,22,49.0,66.0
2572,8,21,69,45.0,49.0
2573,36,39,38,67.0,65.0
2574,65,61,8,48.0,62.0
2575,15,42,66,7.0,4.0
2576,9,39,67,66.0,37.0
2577,31,51,62,67.0,17.0
2578,58,69,35,61.0,13.0
2579,17,67,35,45.0,33.0
2580,3,39,33,69.0,4.0
2581,70,22,33,19.0,69.0
2582,47,5,40,31.0,2.0
2583,28,68,67,57.0,20.0
2584,35,25,61,13.0,42.0
2585,53,3,15,67.0,68.0
2586,8,2,60,67.0,49.0
2587,9,18,6,67.0,31.0
2588,49,16,71,55.0,37.0
2589,30,33,17,55.0,0.0
2590,47,55,62,24.0,56.0
2591,23,52,47,18.0,69.0
2592,9,59,8,54.0,47.0
2593,32,53,57,16.0,67.0
2594,8,66,21,24.0,65.0
2595,48,60,62,53.0,8.0
2596,37,22,67,43.0,13.0
2597,38,10,64,67.0,68.0
2598,70,65,6,66.0,33.0
2599,8,18,33,44.0,51.0
2600,24,13,37,57.0,52.0
2601,48,53,66,73.0,68.0
2602,62,42,33,8.0,41.0
2603,37,62,47,68.0,28.0
2604,8,22,53,62.0,29.0
2605,19,49,22,3.0,66.0
2606,5,68,59,64.0,57.0
2607,2,47,22,30.0,60.0
2608,49,22,57,60.0,16.0
2609,44,57,6,5.0,14.0
2610,33,69,59,57.0,27.0
2611,15,51,68,39.0,64.0
2612,53,66,38,1.0,18.0
2613,42,8,51,1.0,33.0
2614,48,17,62,33.0,4.0
2615,36,27,66,22.0,57.0
2616,62,38,22,49.0,21.0
2617,48,73,62,49.0,29.0
2618,6,48,38,33.0,1.0
2619,45,57,14,66.0,31.0
2620,16,37,59,66.0,33.0
2621,17,6,57,18.0,53.0
2622,10,4,33,28.0,14.0
2623,30,22,57,49.0,31.0
2624,69,62,20,22.0,33.0
2625,51,40,45,4.0,42.0
2626,57,45,62,69.0,33.0
2627,37,68,27,8.0,62.0
2628,3,20,21,64.0,33.0
2629,7,13,26,49.0,21.0
2630,17,6,68,57.0,33.0
2631,15,62,4,72.0,33.0
2632,70,71,33,69.0,65.0
2633,58,69,21,46.0,66.0
2634,33,32,8,3.0,2.0
2635,17,33,8,62.0,60.0
2636,42,66,47,59.0,31.0
2637,57,64,52,2.0,48.0
2638,36,72,6,1.0,37.0
2639,68,55,57,1.0,33.0
2640,62,8,68,33.0,1.0
2641,62,17,4,58.0,68.0
2642,9,8,27,5.0,26.0
2643,56,66,62,12.0,53.0
2644,49,40,4,24.0,55.0
2645,65,35,45,71.0,21.0
2646,6,8,3,56.0,68.0
2647,42,62,4,44.0,26.0
2648,62,1,42,45.0,43.0
2649,51,61,72,33.0,8.0
2650,66,68,7,3.0,20.0
2651,2,24,35,25.0,29.0
2652,40,41,63,49.0,27.0
2653,47,31,22,57.0,2.0
2654,31,61,19,13.0,57.0
2655,45,52,42,57.0,62.0
2656,10,38,54,7.0,46.0
2657,7,62,34,66.0,27.0
2658,37,57,31,39.0,22.0
2659,15,18,49,23.0,31.0
2660,53,32,27,70.0,33.0
2661,47,23,53,14.0,21.0
2662,2,66,35,53.0,65.0
2663,42,13,4,69.0,41.0
2664,51,2,16,3.0,69.0
2665,6,62,4,69.0,53.0
2666,17,4,69,21.0,33.0
2667,4,36,68,45.0,50.0
2668,62,34,20,68.0,50.0
2669,12,34,33,38.0,10.0
2670,47,28,1,24.0,16.0
2671,15,58,4,28.0,54.0
2672,40,33,21,60.0,13.0
2673,33,28,65,62.0,16.0
2674,33,5,3,65.0,38.0
2675,8,35,14,44.0,72.0
2676,5,29,33,36.0,32.0
2677,33,29,67,6.0,18.0
2678,48,2,60,62.0,73.0
2679,15,24,5,25.0,65.0
2680,3,68,57,46.0,21.0
2681,43,7,33,6.0,1.0
2682,44,10,49,1.0,38.0
2683,36,39,49,4.0,40.0
2684,33,59,16,55.0,17.0
2685,20,46,17,57.0,7.0
2686,17,68,66,6.0,61.0
2687,43,1,33,27.0,71.0
2688,42,53,57,41.0,3.0
2689,57,28,36,62.0,17.0
2690,57,15,33,1.0,45.0
2691,52,68,47,25.0,45.0
2692,33,52,73,25.0,45.0
2693,42,8,10,52.0,45.0
2694,68,13,3,45.0,57.0
2695,62,2,4,48.0,47.0
2696,57,3,59,8.0,33.0
2697,57,68,70,1.0,33.0
2698,26,62,22,23.0,56.0
2699,29,8,33,66.0,17.0
2700,70,68,2,1.0,63.0
2701,28,50,33,70.0,48.0
2702,39,5,68,17.0,60.0
2703,35,10,54,33.0,58.0
2704,19,59,16,12.0,58.0
2705,16,31,66,2.0,53.0
2706,28,4,2,27.0,13.0
2707,28,5,27,61.0,21.0
2708,23,40,30,53.0,57.0
2709,28,56,38,30.0,27.0
2710,28,10,65,27.0,38.0
2711,2,62,68,57.0,38.0
2712,8,1,5,68.0,7.0
2713,8,2,21,27.0,9.0
2714,28,57,40,6.0,49.0
2715,51,37,57,69.0,65.0
2716,49,62,60,5.0,44.0
2717,13,37,57,66.0,68.0
2718,58,68,57,1.0,5.0
2719,31,9,26,36.0,66.0
2720,51,66,40,60.0,33.0
2721,13,51,42,17.0,14.0
2722,69,66,42,4.0,46.0
2723,13,51,60,33.0,45.0
2724,67,13,22,60.0,17.0
2725,33,4,7,1.0,39.0
2726,27,62,33,8.0,1.0
2727,16,46,41,1.0,42.0
2728,1,25,8,45.0,9.0
2729,1,35,57,17.0,33.0
2730,63,21,60,58.0,18.0
2731,51,73,13,5.0,53.0
2732,42,3,66,49.0,10.0
2733,21,62,1,61.0,33.0
2734,45,63,1,39.0,68.0
2735,7,8,21,33.0,1.0
2736,4,33,40,57.0,60.0
2737,63,37,1,33.0,70.0
2738,47,37,27,4.0,28.0
2739,1,66,33,37.0,21.0
2740,59,49,69,55.0,45.0
2741,71,45,38,69.0,61.0
2742,43,71,21,29.0,46.0
2743,46,13,1,44.0,62.0
2744,2,55,18,12.0,21.0
2745,45,3,5,18.0,51.0
2746,22,68,5,9.0,62.0
2747,62,68,45,11.0,12.0
2748,28,27,38,60.0,13.0
2749,18,41,1,8.0,56.0
2750,71,12,34,6.0,14.0
2751,51,4,18,12.0,33.0
2752,66,9,22,29.0,47.0
2753,70,18,69,63.0,33.0
2754,8,56,42,66.0,12.0
2755,30,53,49,12.0,57.0
2756,8,63,45,17.0,68.0
2757,66,8,68,37.0,17.0
2758,51,16,1,58.0,14.0
2759,36,30,69,49.0,29.0
2760,52,57,37,51.0,7.0
2761,51,57,44,58.0,53.0
2762,36,42,12,45.0,62.0
2763,13,60,34,25.0,2.0
2764,51,44,38,18.0,20.0
2765,71,34,31,12.0,38.0
2766,66,38,58,60.0,68.0
2767,33,18,71,66.0,40.0
2768,18,27,64,35.0,39.0
2769,41,61,67,12.0,68.0
2770,4,67,58,7.0,48.0
2771,44,5,68,62.0,10.0
2772,17,70,40,21.0,56.0
2773,34,57,8,3.0,72.0
2774,62,33,17,70.0,9.0
2775,7,66,57,14.0,59.0
2776,2,32,57,45.0,12.0
2777,52,51,29,34.0,4.0
2778,47,21,17,57.0,34.0
2779,42,38,57,60.0,8.0
2780,27,48,11,68.0,57.0
2781,57,3,51,22.0,32.0
2782,9,31,51,55.0,36.0
2783,27,22,30,32.0,36.0
2784,33,72,55,37.0,36.0
2785,14,69,38,71.0,25.0
2786,16,13,54,49.0,32.0
2787,49,68,55,36.0,43.0
2788,9,61,17,21.0,55.0
2789,21,68,30,49.0,36.0
2790,11,35,33,2.0,10.0
2791,9,5,48,55.0,2.0
2792,66,37,65,1.0,20.0
2793,1,4,69,51.0,27.0
2794,14,8,26,71.0,55.0
2795,1,19,20,55.0,27.0
2796,17,68,55,35.0,36.0
2797,61,5,69,62.0,15.0
2798,7,53,10,55.0,4.0
2799,7,68,69,67.0,55.0
2800,66,5,58,72.0,49.0
2801,25,57,60,53.0,63.0
2802,57,38,21,1.0,68.0
2803,22,62,33,46.0,21.0
2804,33,53,57,25.0,8.0
2805,33,6,66,69.0,72.0
2806,3,63,62,14.0,70.0
2807,62,44,55,42.0,69.0
2808,1,40,21,41.0,49.0
2809,5,40,34,38.0,36.0
2810,33,31,57,49.0,41.0
2811,40,34,41,39.0,53.0
2812,57,11,47,1.0,65.0
2813,26,66,49,3.0,38.0
2814,57,42,66,44.0,51.0
2815,61,70,47,49.0,31.0
2816,27,52,8,67.0,65.0
2817,7,66,9,62.0,22.0
2818,39,53,27,62.0,30.0
2819,39,5,72,35.0,22.0
2820,10,68,30,13.0,12.0
2821,3,32,62,48.0,34.0
2822,27,8,68,57.0,48.0
2823,60,24,49,66.0,20.0
2824,43,33,66,39.0,31.0
2825,6,66,53,58.0,69.0
2826,17,51,60,67.0,57.0
2827,47,30,65,29.0,21.0
2828,29,72,48,49.0,66.0
2829,33,48,32,68.0,62.0
2830,8,33,68,57.0,28.0
2831,37,67,17,8.0,33.0
2832,51,42,32,40.0,67.0
2833,19,2,17,59.0,10.0
2834,7,5,67,64.0,0.0
2835,21,2,67,54.0,46.0
2836,13,33,60,42.0,4.0
2837,11,16,22,18.0,47.0
2838,17,51,67,33.0,38.0
2839,21,63,49,61.0,69.0
2840,9,28,67,35.0,26.0
2841,51,37,1,2.0,8.0
2842,53,62,67,54.0,9.0
2843,70,39,69,65.0,42.0
2844,37,1,38,57.0,67.0
2845,17,40,16,66.0,56.0
2846,32,71,6,14.0,66.0
2847,32,57,40,12.0,0.0
2848,66,17,13,67.0,34.0
2849,31,62,5,13.0,49.0
2850,48,17,35,54.0,67.0
2851,13,48,33,70.0,1.0
2852,49,70,40,55.0,67.0
2853,35,48,66,1.0,34.0
2854,33,48,4,67.0,62.0
2855,69,6,21,33.0,4.0
2856,48,62,40,58.0,73.0
2857,9,27,6,73.0,30.0
2858,61,62,44,49.0,55.0
2859,66,22,53,73.0,58.0
2860,33,66,10,53.0,73.0
2861,15,16,12,2.0,33.0
2862,61,68,4,12.0,15.0
2863,3,22,65,57.0,70.0
2864,57,59,46,33.0,19.0
2865,8,14,62,33.0,1.0
2866,36,4,29,27.0,53.0
2867,1,66,37,57.0,68.0
2868,47,37,68,3.0,8.0
2869,63,2,53,8.0,1.0
2870,43,7,65,22.0,66.0
2871,62,48,45,1.0,8.0
2872,43,45,60,21.0,33.0
2873,62,49,63,6.0,18.0
2874,69,11,68,22.0,8.0
2875,13,53,33,69.0,73.0
2876,48,36,8,66.0,65.0
2877,66,69,6,44.0,22.0
2878,35,69,66,29.0,53.0
2879,8,61,64,3.0,71.0
2880,62,22,2,8.0,53.0
2881,8,69,24,5.0,42.0
2882,72,62,53,44.0,51.0
2883,34,52,68,38.0,21.0
2884,29,68,5,35.0,40.0
2885,19,46,57,62.0,44.0
2886,66,2,48,4.0,22.0
2887,52,42,51,18.0,73.0
2888,34,62,28,57.0,37.0
2889,40,8,72,39.0,9.0
2890,22,60,14,21.0,8.0
2891,41,57,2,18.0,26.0
2892,47,17,2,7.0,4.0
2893,56,62,2,60.0,36.0
2894,25,40,4,34.0,7.0
2895,59,11,13,73.0,57.0
2896,7,26,2,5.0,4.0
2897,68,23,1,53.0,13.0
2898,60,5,44,35.0,68.0
2899,43,48,62,3.0,49.0
2900,9,43,49,30.0,31.0
2901,54,2,28,36.0,21.0
2902,2,62,72,68.0,4.0
2903,3,8,27,33.0,21.0
2904,71,39,62,61.0,37.0
2905,49,33,62,15.0,12.0
2906,33,62,47,31.0,45.0
2907,73,27,33,58.0,51.0
2908,38,48,57,64.0,68.0
2909,57,4,3,37.0,27.0
2910,67,62,41,61.0,18.0
2911,5,57,69,8.0,56.0
2912,10,62,7,60.0,24.0
2913,62,68,70,12.0,40.0
2914,62,24,21,27.0,68.0
2915,61,2,36,26.0,5.0
2916,51,37,62,1.0,33.0
2917,55,57,58,22.0,13.0
2918,18,15,34,21.0,3.0
2919,4,29,14,33.0,13.0
2920,36,68,1,57.0,56.0
2921,62,28,1,68.0,8.0
2922,37,17,4,69.0,62.0
2923,67,61,35,5.0,58.0
2924,18,24,31,57.0,32.0
2925,14,35,34,63.0,1.0
2926,53,42,34,35.0,13.0
2927,25,34,38,13.0,14.0
2928,40,29,69,38.0,10.0
2929,16,1,14,53.0,62.0
2930,45,66,27,34.0,43.0
2931,42,17,38,68.0,66.0
2932,3,53,38,66.0,2.0
2933,3,24,68,35.0,66.0
2934,37,36,7,70.0,21.0
2935,51,38,53,33.0,46.0
2936,13,62,17,7.0,49.0
2937,45,51,15,21.0,40.0
2938,52,30,27,57.0,5.0
2939,10,33,44,62.0,70.0
2940,9,51,41,5.0,54.0
2941,40,8,45,62.0,31.0
2942,40,7,55,43.0,69.0
2943,62,25,2,17.0,3.0
2944,24,62,65,29.0,5.0
2945,16,2,51,58.0,27.0
2946,26,48,40,14.0,70.0
2947,34,10,16,19.0,69.0
2948,26,2,9,8.0,21.0
2949,52,33,21,8.0,68.0
2950,68,70,27,49.0,13.0
2951,27,63,33,1.0,73.0
2952,66,56,28,9.0,43.0
2953,48,31,57,51.0,2.0
2954,38,9,29,33.0,21.0
2955,13,64,59,21.0,70.0
2956,68,5,62,63.0,58.0
2957,13,3,59,62.0,43.0
2958,13,32,59,8.0,29.0
2959,31,68,38,37.0,13.0
2960,14,8,52,41.0,33.0
2961,49,4,68,57.0,3.0
2962,38,40,12,37.0,62.0
2963,37,4,49,27.0,62.0
2964,7,54,36,73.0,53.0
2965,28,51,33,27.0,21.0
2966,51,7,62,33.0,69.0
2967,51,33,16,50.0,18.0
2968,28,56,8,67.0,27.0
2969,29,45,23,21.0,53.0
2970,16,44,33,9.0,42.0
2971,45,34,16,6.0,5.0
2972,10,41,57,16.0,26.0
2973,68,57,39,3.0,61.0
2974,70,33,41,54.0,1.0
2975,27,72,44,6.0,18.0
2976,36,42,58,12.0,68.0
2977,20,33,61,62.0,0.0
2978,27,66,38,17.0,2.0
2979,18,55,57,49.0,12.0
2980,42,62,20,58.0,52.0
2981,33,4,62,9.0,7.0
2982,9,38,49,3.0,41.0
2983,43,7,57,9.0,66.0
2984,65,4,7,1.0,66.0
2985,67,45,44,18.0,5.0
2986,21,51,72,12.0,65.0
2987,34,67,38,2.0,69.0
2988,19,11,70,12.0,49.0
2989,68,70,62,60.0,48.0
2990,51,1,5,65.0,7.0
2991,1,59,62,66.0,46.0
2992,48,28,7,57.0,53.0
2993,43,51,49,42.0,3.0
2994,48,7,62,56.0,18.0
2995,17,24,23,60.0,66.0
2996,68,7,66,1.0,13.0
2997,30,35,4,9.0,45.0
2998,9,45,63,49.0,67.0
2999,62,49,12,68.0,70.0
3000,36,18,25,27.0,58.0
3001,64,13,37,32.0,3.0
3002,49,36,62,37.0,57.0
3003,70,39,18,53.0,26.0
3004,31,1,38,62.0,53.0
3005,42,68,62,63.0,21.0
3006,50,64,57,33.0,47.0
3007,41,14,51,31.0,61.0
3008,40,34,8,30.0,12.0
3009,73,46,5,28.0,57.0
3010,7,8,46,62.0,44.0
3011,8,45,62,22.0,67.0
3012,27,46,13,72.0,50.0
3013,1,37,45,20.0,57.0
3014,60,33,43,21.0,17.0
3015,8,40,65,26.0,62.0
3016,41,11,1,65.0,58.0
3017,38,1,58,24.0,11.0
3018,63,47,17,2.0,57.0
3019,33,57,58,68.0,13.0
3020,10,58,63,39.0,46.0
3021,4,73,66,33.0,1.0
3022,68,70,63,60.0,52.0
3023,17,62,61,18.0,8.0
3024,4,8,26,28.0,21.0
3025,33,19,21,51.0,53.0
3026,24,5,17,18.0,73.0
3027,59,12,68,57.0,60.0
3028,51,44,48,5.0,33.0
3029,38,31,42,47.0,33.0
3030,2,40,8,27.0,66.0
3031,26,9,57,63.0,1.0
3032,60,14,57,18.0,66.0
3033,60,63,40,26.0,9.0
3034,25,22,61,57.0,3.0
3035,36,8,53,61.0,54.0
3036,59,8,10,42.0,21.0
3037,57,6,33,72.0,8.0
3038,3,5,42,2.0,8.0
3039,52,13,72,49.0,41.0
3040,45,40,28,4.0,36.0
3041,44,1,9,8.0,67.0
3042,24,5,18,36.0,72.0
3043,57,18,36,7.0,3.0
3044,61,28,13,69.0,51.0
3045,33,28,57,8.0,1.0
3046,53,13,40,72.0,20.0
3047,10,28,17,68.0,43.0
3048,51,62,3,61.0,37.0
3049,72,29,41,40.0,16.0
3050,57,49,10,27.0,61.0
3051,69,40,4,35.0,61.0
3052,68,30,1,61.0,67.0
3053,70,27,61,67.0,68.0
3054,15,40,21,67.0,34.0
3055,2,16,41,69.0,61.0
3056,69,66,48,33.0,57.0
3057,28,7,67,68.0,66.0
3058,4,68,57,17.0,1.0
3059,10,57,24,12.0,72.0
3060,46,12,63,33.0,43.0
3061,62,27,33,60.0,38.0
3062,70,63,22,5.0,53.0
3063,40,36,39,69.0,38.0
3064,45,70,68,3.0,4.0
3065,2,61,35,47.0,60.0
3066,61,2,35,69.0,4.0
3067,70,17,33,62.0,69.0
3068,51,2,1,57.0,9.0
3069,51,46,17,55.0,18.0
3070,30,73,37,69.0,27.0
3071,42,2,13,14.0,32.0
3072,41,37,48,18.0,32.0
3073,37,6,40,32.0,57.0
3074,60,8,66,9.0,18.0
3075,51,61,29,18.0,5.0
3076,67,45,68,55.0,66.0
3077,17,48,68,4.0,9.0
3078,33,1,30,45.0,63.0
3079,43,58,47,31.0,7.0
3080,33,8,13,29.0,72.0
3081,62,53,4,29.0,65.0
3082,62,68,69,32.0,7.0
3083,51,7,58,4.0,1.0
3084,14,51,26,18.0,57.0
3085,5,2,57,18.0,8.0
3086,60,21,53,17.0,43.0
3087,33,66,73,26.0,18.0
3088,24,31,53,33.0,73.0
3089,62,40,65,45.0,73.0
3090,65,62,44,8.0,57.0
3091,68,17,14,72.0,73.0
3092,62,55,49,48.0,18.0
3093,28,51,68,16.0,15.0
3094,68,41,64,3.0,5.0
3095,1,62,7,9.0,57.0
3096,16,28,18,1.0,5.0
3097,34,52,1,2.0,9.0
3098,68,69,3,5.0,63.0
3099,8,22,69,72.0,50.0
3100,46,12,32,17.0,55.0
3101,41,26,49,2.0,13.0
3102,68,73,54,5.0,3.0
3103,69,60,35,48.0,33.0
3104,58,18,72,20.0,62.0
3105,11,16,33,18.0,3.0
3106,8,3,67,45.0,44.0
3107,25,63,17,3.0,33.0
3108,7,25,69,45.0,19.0
3109,26,55,17,37.0,20.0
3110,53,45,2,8.0,66.0
3111,27,49,69,4.0,0.0
3112,14,18,73,26.0,11.0
3113,33,41,4,3.0,42.0
3114,45,16,61,62.0,69.0
3115,17,59,63,27.0,9.0
3116,16,9,27,41.0,36.0
3117,21,30,3,2.0,42.0
3118,33,35,47,26.0,41.0
3119,14,41,34,8.0,72.0
3120,32,4,34,57.0,72.0
3121,22,46,30,26.0,41.0
3122,17,19,3,5.0,70.0
3123,37,66,31,22.0,16.0
3124,2,45,41,32.0,31.0
3125,9,70,66,2.0,28.0
3126,42,33,6,12.0,57.0
3127,33,8,26,25.0,5.0
3128,44,30,17,66.0,58.0
3129,60,49,24,8.0,66.0
3130,13,10,18,4.0,33.0
3131,54,48,8,53.0,18.0
3132,49,54,57,4.0,53.0
3133,51,42,10,48.0,35.0
3134,38,15,30,6.0,57.0
3135,8,45,66,72.0,69.0
3136,47,19,3,45.0,63.0
3137,33,17,35,6.0,72.0
3138,3,66,40,72.0,51.0
3139,23,31,26,51.0,49.0
3140,50,5,72,53.0,56.0
3141,62,45,70,2.0,3.0
3142,51,3,38,56.0,65.0
3143,57,65,26,3.0,8.0
3144,71,8,37,34.0,62.0
3145,50,31,56,53.0,21.0
3146,18,1,8,2.0,5.0
3147,33,63,45,1.0,66.0
3148,61,4,42,2.0,63.0
3149,23,13,29,18.0,39.0
3150,49,31,57,14.0,66.0
3151,30,62,61,44.0,2.0
3152,35,71,9,44.0,64.0
3153,57,7,16,33.0,17.0
3154,38,18,17,57.0,56.0
3155,38,53,7,36.0,17.0
3156,38,68,41,31.0,14.0
3157,18,8,2,21.0,69.0
3158,49,59,41,66.0,9.0
3159,42,68,57,1.0,30.0
3160,29,57,2,39.0,17.0
3161,2,18,21,41.0,69.0
3162,66,41,45,16.0,46.0
3163,59,49,26,4.0,33.0
3164,42,53,72,5.0,32.0
3165,59,61,72,51.0,66.0
3166,7,57,40,27.0,5.0
3167,42,34,6,20.0,3.0
3168,2,41,53,72.0,50.0
3169,60,17,48,41.0,35.0
3170,33,6,1,3.0,61.0
3171,26,25,16,37.0,3.0
3172,68,9,38,4.0,3.0
3173,12,62,3,46.0,4.0
3174,19,49,35,5.0,17.0
3175,30,14,1,18.0,21.0
3176,66,27,40,13.0,17.0
3177,62,1,17,71.0,26.0
3178,9,32,62,68.0,13.0
3179,27,8,68,57.0,48.0
3180,60,24,49,66.0,20.0
3181,64,49,8,56.0,67.0
3182,37,73,2,66.0,3.0
3183,26,57,35,2.0,33.0
3184,27,63,45,24.0,55.0
3185,64,35,33,67.0,19.0
3186,34,26,47,62.0,17.0
3187,66,4,59,40.0,33.0
3188,53,48,40,21.0,64.0
3189,28,26,50,11.0,33.0
3190,64,49,51,12.0,66.0
3191,28,4,68,61.0,62.0
3192,43,22,72,6.0,53.0
3193,28,2,66,8.0,5.0
3194,51,17,59,26.0,9.0
3195,53,59,42,5.0,4.0
3196,11,29,9,36.0,70.0
3197,15,57,49,9.0,60.0
3198,33,73,12,51.0,55.0
3199,52,1,66,5.0,17.0
3200,48,6,7,66.0,64.0
3201,16,7,10,49.0,26.0
3202,3,32,49,14.0,55.0
3203,49,8,17,3.0,13.0
3204,26,37,2,8.0,36.0
3205,58,70,1,18.0,8.0
3206,60,57,12,49.0,63.0
3207,21,65,8,9.0,17.0
3208,70,10,66,1.0,45.0
3209,37,40,33,70.0,32.0
3210,43,58,25,28.0,45.0
3211,4,31,33,62.0,27.0
3212,33,8,44,1.0,38.0
3213,17,44,46,16.0,13.0
3214,10,62,14,57.0,68.0
3215,30,17,34,25.0,62.0
3216,21,2,46,73.0,69.0
3217,38,44,52,45.0,36.0
3218,42,66,3,6.0,5.0
3219,25,33,1,66.0,54.0
3220,7,17,1,38.0,63.0
3221,19,11,18,9.0,26.0
3222,2,44,69,6.0,43.0
3223,64,70,46,63.0,14.0
3224,17,50,18,68.0,30.0
3225,72,52,68,28.0,73.0
3226,69,44,9,12.0,28.0
3227,52,68,22,63.0,43.0
3228,57,60,35,33.0,61.0
3229,69,53,51,9.0,57.0
3230,69,11,3,55.0,45.0
3231,38,66,17,13.0,65.0
3232,27,68,3,13.0,50.0
3233,32,31,2,7.0,55.0
3234,51,38,46,12.0,28.0
3235,48,3,72,24.0,57.0
3236,66,9,38,62.0,17.0
3237,40,66,34,57.0,18.0
3238,9,44,16,31.0,66.0
3239,65,9,51,36.0,41.0
3240,45,38,14,67.0,69.0
3241,52,62,29,22.0,57.0
3242,28,8,32,14.0,59.0
3243,62,17,42,2.0,5.0
3244,30,11,58,18.0,7.0
3245,35,58,64,42.0,21.0
3246,52,62,2,5.0,54.0
3247,59,3,4,50.0,53.0
3248,45,66,54,17.0,21.0
3249,17,53,27,43.0,66.0
3250,5,39,28,46.0,3.0
3251,4,24,13,22.0,69.0
3252,66,22,9,27.0,13.0
3253,65,68,16,51.0,72.0
3254,45,3,51,44.0,66.0
3255,5,51,28,26.0,3.0
3256,5,59,48,44.0,3.0
3257,35,46,26,42.0,67.0
3258,33,12,2,4.0,55.0
3259,24,72,70,66.0,11.0
3260,33,45,5,63.0,13.0
3261,8,21,14,28.0,65.0
3262,16,2,32,51.0,53.0
3263,3,49,19,14.0,67.0
3264,27,38,34,4.0,42.0
3265,1,24,62,55.0,72.0
3266,20,17,62,33.0,63.0
3267,8,32,33,12.0,41.0
3268,38,66,44,45.0,69.0
3269,71,24,35,3.0,0.0
3270,62,42,21,51.0,53.0
3271,46,23,7,29.0,41.0
3272,13,2,51,9.0,53.0
3273,61,57,24,32.0,60.0
3274,2,62,57,1.0,41.0
3275,23,9,35,33.0,2.0
3276,61,8,67,17.0,26.0
3277,58,62,47,55.0,60.0
3278,13,36,37,41.0,35.0
3279,68,38,39,25.0,2.0
3280,48,33,38,2.0,3.0
3281,66,28,64,62.0,24.0
3282,57,20,52,24.0,2.0
3283,43,68,3,51.0,28.0
3284,22,1,54,5.0,0.0
3285,40,28,58,35.0,15.0
3286,34,32,66,26.0,49.0
3287,10,66,3,62.0,2.0
3288,41,18,38,1.0,68.0
3289,42,27,35,69.0,19.0
3290,4,41,40,2.0,57.0
3291,3,18,64,4.0,71.0
3292,38,53,31,68.0,0.0
3293,48,33,64,22.0,62.0
3294,2,44,69,38.0,48.0
3295,60,23,3,20.0,33.0
3296,57,68,9,36.0,29.0
3297,53,11,60,24.0,55.0
3298,7,8,72,42.0,32.0
3299,10,14,40,1.0,20.0
3300,9,45,27,35.0,67.0
3301,62,21,53,3.0,1.0
3302,60,18,64,13.0,55.0
3303,18,37,32,47.0,17.0
3304,40,66,62,3.0,29.0
3305,21,42,57,43.0,68.0
3306,63,68,45,57.0,9.0
3307,34,8,41,42.0,46.0
3308,53,38,57,13.0,26.0
3309,62,33,26,72.0,55.0
3310,29,62,9,30.0,39.0
3311,29,11,68,10.0,39.0
3312,26,49,53,5.0,57.0
3313,9,46,69,50.0,36.0
3314,66,33,35,47.0,39.0
3315,56,50,39,64.0,21.0
3316,42,62,39,21.0,8.0
3317,40,7,39,21.0,57.0
3318,59,53,42,55.0,21.0
3319,27,59,41,55.0,37.0
3320,53,32,62,13.0,39.0
3321,19,70,3,68.0,39.0
3322,44,17,66,43.0,60.0
3323,5,51,35,39.0,27.0
3324,51,35,18,33.0,39.0
3325,58,13,53,8.0,22.0
3326,38,60,69,8.0,39.0
3327,26,47,38,49.0,69.0
3328,33,18,21,51.0,8.0
3329,66,12,46,55.0,39.0
3330,34,51,48,39.0,62.0
3331,67,68,3,47.0,66.0
3332,37,57,36,71.0,62.0
3333,41,17,53,71.0,66.0
3334,48,1,51,38.0,27.0
3335,61,17,70,51.0,62.0
3336,66,68,51,39.0,72.0
3337,61,16,60,57.0,27.0
3338,17,57,33,35.0,45.0
3339,3,13,7,67.0,61.0
3340,38,47,27,66.0,24.0
3341,11,45,1,55.0,13.0
3342,66,54,34,27.0,57.0
3343,64,20,49,60.0,66.0
